DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
230204320,01/09/2023 12:00:00 AM,01/09/2023 12:00:00 AM,1515,2,Rampart,246,1,110,CRIMINAL HOMICIDE,1270 0411 1822 1402 0906 1218,34,M,H,108.0,PARKING LOT,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,110.0,998.0,,,600 S  ALVARADO                     ST,,34.0595,-118.2749
231310653,05/14/2023 12:00:00 AM,05/14/2023 12:00:00 AM,436,13,Newton,1303,1,110,CRIMINAL HOMICIDE,1822 0430 1100 1402 0906,23,M,H,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,1100 E  12TH                         ST,,34.0312,-118.2477
232006684,03/06/2023 12:00:00 AM,03/05/2023 12:00:00 AM,330,20,Olympic,2099,1,110,CRIMINAL HOMICIDE,1822 1402 1407 1100 0430 1310 0216 0906,24,M,H,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,1900    ORCHARD                      AV,,34.04,-118.2883
230410970,08/01/2023 12:00:00 AM,08/01/2023 12:00:00 AM,1940,4,Hollenbeck,467,1,110,CRIMINAL HOMICIDE,1100 0430 0906 1270 1822 1402,18,M,H,109.0,PARK/PLAYGROUND,102.0,HAND GUN,JA,Juv Arrest,110.0,998.0,,,2800 E  4TH                          ST,,34.0382,-118.2064
230514747,10/16/2023 12:00:00 AM,10/16/2023 12:00:00 AM,1710,5,Harbor,528,1,110,CRIMINAL HOMICIDE,0906 1270 1100 1402 1407 0430,44,M,H,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,JA,Juv Arrest,110.0,998.0,,,1000 E  M                            ST,,33.7892,-118.2502
230218475,10/03/2023 12:00:00 AM,10/03/2023 12:00:00 AM,515,2,Rampart,269,1,110,CRIMINAL HOMICIDE,1822 1218 1100 0430 1402 1419 1407,37,M,B,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,110.0,,,,GOLDEN,JAMES M WOOD,34.0488,-118.2669
231304759,01/15/2023 12:00:00 AM,01/15/2023 12:00:00 AM,1300,13,Newton,1317,1,110,CRIMINAL HOMICIDE,0430 1100 0302 0334 1300 1402,47,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,998.0,,,1400 E  16TH                         ST,,34.025,-118.2463
230411174,08/08/2023 12:00:00 AM,08/04/2023 12:00:00 AM,700,4,Hollenbeck,423,1,110,CRIMINAL HOMICIDE,1218 0444 0429 0913 2004,43,M,W,107.0,VACANT LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,110.0,,,,ALHAMBRA                     AV,DALY                         ST,34.0636,-118.2153
231810872,05/23/2023 12:00:00 AM,05/23/2023 12:00:00 AM,2035,18,Southeast,1801,1,110,CRIMINAL HOMICIDE,0913 1100 0430,31,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,8700 S  VERMONT                      AV,,33.959,-118.2915
231317485,09/17/2023 12:00:00 AM,09/17/2023 12:00:00 AM,430,13,Newton,1351,1,110,CRIMINAL HOMICIDE,1822 2004 1100 0420 0430 1402,43,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,4000    BROADWAY                     PL,,34.0111,-118.2774
230108991,03/19/2023 12:00:00 AM,03/19/2023 12:00:00 AM,1450,1,Central,157,1,110,CRIMINAL HOMICIDE,1218 1822 0411 1402 2004,58,M,W,102.0,SIDEWALK,223.0,UNKNOWN TYPE CUTTING INSTRUMENT,AA,Adult Arrest,110.0,,,,600 S  SAN PEDRO                    ST,,34.0423,-118.2453
231818238,10/21/2023 12:00:00 AM,10/21/2023 12:00:00 AM,1827,18,Southeast,1824,1,110,CRIMINAL HOMICIDE,1100 0430 1822 0906,27,M,H,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,110.0,,,,800 E  97TH                         ST,,33.9484,-118.2608
231916726,11/16/2023 12:00:00 AM,11/16/2023 12:00:00 AM,1935,19,Mission,1909,1,110,CRIMINAL HOMICIDE,1202 1813 0913 2000 0395 1100 0430 1402,68,F,H,501.0,SINGLE FAMILY DWELLING,104.0,SHOTGUN,AO,Adult Other,110.0,998.0,,,13800    TUCKER                       AV,,34.3234,-118.4049
231313091,06/29/2023 12:00:00 AM,06/29/2023 12:00:00 AM,2008,13,Newton,1331,1,110,CRIMINAL HOMICIDE,0430 1822 1100 1402 1419 1407,33,M,H,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,100 W  27TH                         ST,,34.0238,-118.2693
231900784,06/18/2023 12:00:00 AM,06/17/2023 12:00:00 AM,1615,19,Mission,1982,1,110,CRIMINAL HOMICIDE,1822 1100 0430 1402 1218 0906,41,M,H,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,8600    PARTHENIA                    PL,,34.2283,-118.4633
231016008,11/16/2023 12:00:00 AM,11/16/2023 12:00:00 AM,2200,10,West Valley,1021,1,110,CRIMINAL HOMICIDE,0913 0334 1100 0430 1414,44,M,B,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,19500    VANOWEN                      ST,,34.1938,-118.5579
241405772,02/09/2024 12:00:00 AM,11/19/2023 12:00:00 AM,1,14,Pacific,1488,1,110,CRIMINAL HOMICIDE,1402 0411 0406 0416 0445 0449 1218 1814 2000 2004,0,F,W,509.0,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,110.0,998.0,,,9700    BELLANCA                     AV,,33.9481,-118.38
232018059,11/19/2023 12:00:00 AM,11/19/2023 12:00:00 AM,530,20,Olympic,2034,1,110,CRIMINAL HOMICIDE,1100 0430 1402 1409 0334 1310 1822,0,M,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,ARDMORE,7TH                          ST,34.0597,-118.302
230409163,06/07/2023 12:00:00 AM,06/07/2023 12:00:00 AM,1945,4,Hollenbeck,497,1,110,CRIMINAL HOMICIDE,1300 0430 1100 1310,41,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,1200 S  GRANDE VISTA                 AV,,34.0233,-118.2085
230213198,06/27/2023 12:00:00 AM,02/23/2023 12:00:00 AM,246,2,Rampart,246,1,110,CRIMINAL HOMICIDE,1822 1218 0416 0429,58,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,110.0,,,,6TH,ALVARADO,34.0595,-118.2749
231206822,02/15/2023 12:00:00 AM,02/15/2023 12:00:00 AM,1547,12,77th Street,1203,1,110,CRIMINAL HOMICIDE,1100 0430 0906 1270,34,M,B,210.0,RESTAURANT/FAST FOOD,102.0,HAND GUN,IC,Invest Cont,110.0,,,,4400 S  WESTERN                      AV,,34.0037,-118.3089
231422156,12/22/2023 12:00:00 AM,12/17/2023 12:00:00 AM,700,14,Pacific,1459,1,110,CRIMINAL HOMICIDE,0411 1218 2060 1401 0400 0445 0395 1402 1417,53,M,W,158.0,TRANSIENT ENCAMPMENT,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,110.0,998.0,,,4900 S  SEPULVEDA                    BL,,34.0002,-118.402
231218204,08/23/2023 12:00:00 AM,08/23/2023 12:00:00 AM,2000,12,77th Street,1215,1,110,CRIMINAL HOMICIDE,1810 0411 1402 1822 0906,27,M,B,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110.0,,,,1300 W  55TH                         ST,,33.9923,-118.2981
230105898,01/29/2023 12:00:00 AM,01/29/2023 12:00:00 AM,930,1,Central,161,1,110,CRIMINAL HOMICIDE,1402 0430 1100 1822 0907 2018,34,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,1000 W  8TH                          ST,,34.0487,-118.2627
232014254,08/17/2023 12:00:00 AM,08/17/2023 12:00:00 AM,250,20,Olympic,2015,1,110,CRIMINAL HOMICIDE,1218 2004 0416 1822 0445 1402 0369,22,M,H,102.0,SIDEWALK,312.0,PIPE/METAL PIPE,AA,Adult Arrest,110.0,998.0,,,100 N  BERENDO                      ST,,34.0727,-118.2942
231219680,09/18/2023 12:00:00 AM,09/17/2023 12:00:00 AM,2041,12,77th Street,1213,1,110,CRIMINAL HOMICIDE,1100 0430 1822 0342 0334 0906 2004 1218,32,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,5800 S  WESTERN                      AV,,33.9893,-118.3089
230413084,10/04/2023 12:00:00 AM,10/04/2023 12:00:00 AM,558,4,Hollenbeck,466,1,110,CRIMINAL HOMICIDE,0411 1822 1218 1402,29,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,110.0,,,,100 N  SOTO                         ST,,34.0438,-118.2098
231809195,04/19/2023 12:00:00 AM,04/19/2023 12:00:00 AM,121,18,Southeast,1846,1,110,CRIMINAL HOMICIDE,1402 0906 0858 0913 0411,30,M,B,108.0,PARKING LOT,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,110.0,,,,1300 E  115TH                        ST,,33.9303,-118.2518
230411103,08/06/2023 12:00:00 AM,08/06/2023 12:00:00 AM,530,4,Hollenbeck,428,1,110,CRIMINAL HOMICIDE,0430 1100 1402 0906,31,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,4900    TEMPLETON                    ST,,34.082,-118.1769
231310645,05/13/2023 12:00:00 AM,05/13/2023 12:00:00 AM,2100,13,Newton,1352,1,110,CRIMINAL HOMICIDE,2000 0913 0408 1402,26,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,110.0,998.0,,,400 E  46TH                         ST,,34.0016,-118.2696
230805251,01/30/2023 12:00:00 AM,01/28/2023 12:00:00 AM,234,8,West LA,808,1,110,CRIMINAL HOMICIDE,0430 1501 0906,29,F,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,2700    ELLISON                      DR,,34.1194,-118.4263
231220589,10/01/2023 12:00:00 AM,10/01/2023 12:00:00 AM,1755,12,77th Street,1211,1,110,CRIMINAL HOMICIDE,1100 1822 0430,36,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,5400    CRENSHAW                     BL,,33.993,-118.3307
231917413,12/04/2023 12:00:00 AM,12/03/2023 12:00:00 AM,500,19,Mission,1912,1,110,CRIMINAL HOMICIDE,1100 0913 1817 0360 0602 1202 0430,68,F,W,501.0,SINGLE FAMILY DWELLING,103.0,RIFLE,IC,Invest Cont,110.0,,,,13700    GLENOAKS                     BL,,34.3172,-118.4755
230115225,07/02/2023 12:00:00 AM,07/02/2023 12:00:00 AM,429,1,Central,148,1,110,CRIMINAL HOMICIDE,1402 2004 0913 1100 0430,27,F,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,5TH,CROCKER,34.043,-118.242
230219446,10/19/2023 12:00:00 AM,10/19/2023 12:00:00 AM,1725,2,Rampart,246,1,110,CRIMINAL HOMICIDE,1100 0430 1402 1407,47,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,600 S  ALVARADO                     ST,,34.0595,-118.2749
231807830,04/07/2023 12:00:00 AM,03/18/2023 12:00:00 AM,641,18,Southeast,1846,1,110,CRIMINAL HOMICIDE,0858 0913 0444 0416 0429 0445,63,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,,,,1300 E  115TH                        ST,,33.9303,-118.2518
230413756,10/25/2023 12:00:00 AM,10/25/2023 12:00:00 AM,1633,4,Hollenbeck,467,1,110,CRIMINAL HOMICIDE,1218 1822 1100 0430,40,M,H,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,1ST                          ST,MOTT                         ST,34.0421,-118.206
231812615,06/28/2023 12:00:00 AM,06/28/2023 12:00:00 AM,1053,18,Southeast,1801,1,110,CRIMINAL HOMICIDE,1100 0430 1402 1822 0906 1300,34,M,B,101.0,STREET,106.0,UNKNOWN FIREARM,JA,Juv Arrest,110.0,,,,FIGUEROA                     ST,87TH                         ST,33.958,-118.2827
231214522,06/25/2023 12:00:00 AM,06/25/2023 12:00:00 AM,245,12,77th Street,1211,1,110,CRIMINAL HOMICIDE,1402 1419 1407 1100 0906 1270 1822 0302 0430,21,M,H,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,2600 W  54TH                         ST,,33.9932,-118.3215
231812494,06/25/2023 12:00:00 AM,06/25/2023 12:00:00 AM,1945,18,Southeast,1801,1,110,CRIMINAL HOMICIDE,1100 0430 1407,45,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,998.0,,,90TH                         ST,FIGUEROA                     ST,33.9551,-118.2827
230306066,02/09/2023 12:00:00 AM,02/05/2023 12:00:00 AM,535,3,Southwest,375,1,110,CRIMINAL HOMICIDE,1100 0430 1822 1300 0908,39,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,,,,ST ANDREWS                   PL,LEIGHTON                     AV,34.0128,-118.3111
231200651,06/10/2023 12:00:00 AM,06/10/2023 12:00:00 AM,2322,12,77th Street,1253,1,110,CRIMINAL HOMICIDE,0906 1309 1100 1259 0430 1822,16,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,7400 S  WESTERN                      AV,,33.9727,-118.309
231914946,10/05/2023 12:00:00 AM,10/04/2023 12:00:00 AM,1150,19,Mission,1913,1,110,CRIMINAL HOMICIDE,0913 0602 1202 1206 2034 0416 0448 0429 0400,58,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,110.0,,,,15400    COBALT                       ST,,34.3095,-118.4671
231221313,10/14/2023 12:00:00 AM,10/14/2023 12:00:00 AM,1318,12,77th Street,1241,1,110,CRIMINAL HOMICIDE,1100 1202 1822 0906 1402 0430,67,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,6300    8TH                          AV,,33.9821,-118.3318
231809509,04/25/2023 12:00:00 AM,04/25/2023 12:00:00 AM,324,18,Southeast,1849,1,110,CRIMINAL HOMICIDE,0856 0913 1100 0430 1407 0906,24,M,B,108.0,PARKING LOT,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,11400    CROESUS                      AV,,33.9317,-118.2336
230106316,02/05/2023 12:00:00 AM,02/05/2023 12:00:00 AM,140,1,Central,135,1,110,CRIMINAL HOMICIDE,0913 1218 0411 0906 1270,31,F,H,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,110.0,,,,S  3RD                          ST,MAIN                         ST,34.0495,-118.2459
231812929,07/05/2023 12:00:00 AM,07/05/2023 12:00:00 AM,129,18,Southeast,1841,1,110,CRIMINAL HOMICIDE,0411 1822 1407 0908,36,F,B,102.0,SIDEWALK,223.0,UNKNOWN TYPE CUTTING INSTRUMENT,AA,Adult Arrest,110.0,,,,500 W  113TH                        ST,,33.932,-118.2826
230415863,12/30/2023 12:00:00 AM,12/30/2023 12:00:00 AM,430,4,Hollenbeck,402,1,110,CRIMINAL HOMICIDE,1822 1100 0430,41,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,4100    BERENICE                     PL,,34.0885,-118.2029
231813334,07/13/2023 12:00:00 AM,07/13/2023 12:00:00 AM,18,18,Southeast,1842,1,110,CRIMINAL HOMICIDE,0906 1822 1100 1402 1417 0430,50,M,B,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,998.0,,,11300 S  FIGUEROA                     ST,,33.932,-118.2826
230315645,08/26/2023 12:00:00 AM,08/26/2023 12:00:00 AM,152,3,Southwest,334,1,110,CRIMINAL HOMICIDE,0342 0906 1100 1822 1309 0430,31,M,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,4300 W  ADAMS                        BL,,34.0326,-118.3332
231815552,08/26/2023 12:00:00 AM,08/26/2023 12:00:00 AM,1446,18,Southeast,1849,1,110,CRIMINAL HOMICIDE,0906 1300 1309 0430 1402 1822 1100,33,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,2000 E  112TH                        ST,,33.9334,-118.2364
230208065,03/27/2023 12:00:00 AM,03/27/2023 12:00:00 AM,103,2,Rampart,261,1,110,CRIMINAL HOMICIDE,1822 0411 1402 1401,41,M,H,102.0,SIDEWALK,223.0,UNKNOWN TYPE CUTTING INSTRUMENT,IC,Invest Cont,110.0,,,,8TH                          ST,CARONDELET                   ST,34.0568,-118.2821
230401172,07/13/2023 12:00:00 AM,07/13/2023 12:00:00 AM,1915,4,Hollenbeck,449,1,110,CRIMINAL HOMICIDE,1100 0430 1822 0906 1402,25,M,H,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,3000    WABASH                       AV,,34.0527,-118.1969
230115197,07/01/2023 12:00:00 AM,07/01/2023 12:00:00 AM,1025,1,Central,132,1,110,CRIMINAL HOMICIDE,1402 1822 0411,65,M,H,101.0,STREET,207.0,OTHER KNIFE,AA,Adult Arrest,110.0,,,,5TH                          ST,GRAND                        ST,34.0547,-118.2505
231114347,10/09/2023 12:00:00 AM,10/09/2023 12:00:00 AM,1820,11,Northeast,1172,1,110,CRIMINAL HOMICIDE,1822 2004 0411,35,M,H,102.0,SIDEWALK,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,110.0,,,,2900 W  SUNSET                       BL,,34.0882,-118.2646
230409479,06/17/2023 12:00:00 AM,06/17/2023 12:00:00 AM,2240,4,Hollenbeck,439,1,110,CRIMINAL HOMICIDE,0411 0913 2000,26,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207.0,OTHER KNIFE,AA,Adult Arrest,110.0,,,,5000    CAVANAGH                     RD,,34.0687,-118.1749
231005092,01/29/2023 12:00:00 AM,01/29/2023 12:00:00 AM,440,10,West Valley,1007,1,110,CRIMINAL HOMICIDE,0906 1270 0334 0302 0430 1822 1100 1310 1402,35,M,O,301.0,GAS STATION,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,17000    ROSCOE                       BL,,34.2212,-118.5026
231221123,10/11/2023 12:00:00 AM,10/11/2023 12:00:00 AM,1955,12,77th Street,1215,1,110,CRIMINAL HOMICIDE,1218 2004 0411,55,M,B,108.0,PARKING LOT,223.0,UNKNOWN TYPE CUTTING INSTRUMENT,AA,Adult Arrest,110.0,,,,5300 S  VERMONT                      AV,,33.9921,-118.298
231305009,01/21/2023 12:00:00 AM,01/21/2023 12:00:00 AM,150,13,Newton,1383,1,110,CRIMINAL HOMICIDE,0430 1402 1100 0913,35,M,H,101.0,STREET,102.0,HAND GUN,JA,Juv Arrest,110.0,998.0,,,61ST                         ST,BROADWAY,33.9842,-118.2783
231700789,04/15/2023 12:00:00 AM,04/15/2023 12:00:00 AM,1230,17,Devonshire,1793,1,110,CRIMINAL HOMICIDE,0430 1100 1822 1300 0906,39,M,H,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,19100    PARTHENIA                    ST,,34.2282,-118.5492
231900935,10/03/2023 12:00:00 AM,09/30/2023 12:00:00 AM,1424,19,Mission,1977,1,110,CRIMINAL HOMICIDE,0430 1100 1822 0104 0601,22,M,H,103.0,ALLEY,102.0,HAND GUN,AO,Adult Other,110.0,,,,8700    WOODMAN                      AV,,34.228,-118.4344
230609665,05/11/2023 12:00:00 AM,05/11/2023 12:00:00 AM,1110,6,Hollywood,666,1,110,CRIMINAL HOMICIDE,0430 0312 0334 1822 1100 1402 1407 1419 1416,33,M,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,1200    SEWARD                       ST,,34.0926,-118.3332
231609055,06/10/2023 12:00:00 AM,06/10/2023 12:00:00 AM,1323,16,Foothill,1654,1,110,CRIMINAL HOMICIDE,0411 2004 1218 1402,32,M,H,509.0,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,110.0,998.0,,,10300    NORRIS                       AV,,34.2568,-118.4026
231209230,03/29/2023 12:00:00 AM,03/29/2023 12:00:00 AM,1148,12,77th Street,1273,1,110,CRIMINAL HOMICIDE,1100 0342 1309 1240 0430 0906 0309 1270,47,M,B,104.0,DRIVEWAY,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,1400 W  92ND                         ST,,33.9564,-118.309
232017300,10/30/2023 12:00:00 AM,10/30/2023 12:00:00 AM,1930,20,Olympic,2024,1,110,CRIMINAL HOMICIDE,0406 0416 0417 1218 1822 1409 1419,59,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,998.0,,,WILSHIRE,KINGSLEY,34.0617,-118.3031
230512986,09/01/2023 12:00:00 AM,08/31/2023 12:00:00 AM,2000,5,Harbor,555,1,110,CRIMINAL HOMICIDE,0906 0913 1100 0430,53,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,400 N  GAFFEY                       ST,,33.746,-118.2923
230413963,11/01/2023 12:00:00 AM,10/31/2023 12:00:00 AM,1740,4,Hollenbeck,424,1,110,CRIMINAL HOMICIDE,1100 0430 0906 1822 1402 1407,16,M,H,103.0,ALLEY,102.0,HAND GUN,IC,Invest Cont,110.0,,,,MANITOU,THOMAS,34.072,-118.2052
231808287,03/29/2023 12:00:00 AM,03/29/2023 12:00:00 AM,1100,18,Southeast,1861,1,110,CRIMINAL HOMICIDE,1416 1402 1822 0411,43,F,B,501.0,SINGLE FAMILY DWELLING,207.0,OTHER KNIFE,IC,Invest Cont,110.0,998.0,,,11700 S  FIGUEROA                     ST,,33.9274,-118.2871
230106365,02/05/2023 12:00:00 AM,02/05/2023 12:00:00 AM,2357,1,Central,195,1,110,CRIMINAL HOMICIDE,1822 1218 1100 0430 1402,42,M,B,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,110.0,,,,17TH                         ST,BROADWAY,34.0334,-118.2642
231516227,10/17/2023 12:00:00 AM,10/16/2023 12:00:00 AM,2120,15,N Hollywood,1567,1,110,CRIMINAL HOMICIDE,0430 1300 1309 1310 1822 0906,26,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,10700    MOORPARK                     ST,,34.1504,-118.3637
232015839,09/25/2023 12:00:00 AM,09/25/2023 12:00:00 AM,800,20,Olympic,2071,1,110,CRIMINAL HOMICIDE,1822 0302 0334 1100 0430 1309 1402 0202 1409 1407,41,M,W,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,ST ANDREWS                   PL,VENICE                       BL,34.0436,-118.3116
230901033,10/02/2023 12:00:00 AM,09/29/2023 12:00:00 AM,2100,9,Van Nuys,938,1,110,CRIMINAL HOMICIDE,1218 0430 0906 1100 1822,32,M,B,101.0,STREET,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,,,,6000    GREENBUSH                    AV,,34.1796,-118.4258
230109612,03/29/2023 12:00:00 AM,03/29/2023 12:00:00 AM,2345,1,Central,158,1,110,CRIMINAL HOMICIDE,0305 1100 0430 1822 2004 0906 1402 0908,53,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",116.0,ANTIQUE FIREARM,AA,Adult Arrest,110.0,,,,800 E  6TH                          ST,,34.0408,-118.2428
231814604,08/07/2023 12:00:00 AM,08/06/2023 12:00:00 AM,1212,18,Southeast,1823,1,110,CRIMINAL HOMICIDE,,50,M,B,101.0,STREET,506.0,FIRE,IC,Invest Cont,110.0,,,,400 E  102ND                        ST,,33.9438,-118.2674
231220092,09/23/2023 12:00:00 AM,09/23/2023 12:00:00 AM,2150,12,77th Street,1269,1,110,CRIMINAL HOMICIDE,1100 0430 0906,27,M,B,108.0,PARKING LOT,102.0,HAND GUN,IC,Invest Cont,110.0,,,,8300 S  CENTRAL                      AV,,33.9638,-118.2629
230410226,07/10/2023 12:00:00 AM,07/10/2023 12:00:00 AM,330,4,Hollenbeck,467,1,110,CRIMINAL HOMICIDE,1822 0430 1100 1218,55,M,H,107.0,VACANT LOT,107.0,OTHER FIREARM,IC,Invest Cont,110.0,,,,2700 E  6TH                          ST,,34.0387,-118.2079
230604262,01/07/2023 12:00:00 AM,01/07/2023 12:00:00 AM,120,6,Hollywood,636,1,110,CRIMINAL HOMICIDE,1309 0906 0430 1100 1402 1407,32,M,B,102.0,SIDEWALK,101.0,REVOLVER,IC,Invest Cont,110.0,998.0,,,1700    CHEROKEE                     AV,,34.1016,-118.3348
231111191,07/16/2023 12:00:00 AM,07/16/2023 12:00:00 AM,1553,11,Northeast,1134,1,110,CRIMINAL HOMICIDE,0400 0416 1822 1402 1419 1407,62,M,F,707.0,GARAGE/CARPORT,311.0,HAMMER,AA,Adult Arrest,110.0,,,,2700 W  AVENUE 31,,34.111,-118.2406
230113591,06/04/2023 12:00:00 AM,06/04/2023 12:00:00 AM,705,1,Central,195,1,110,CRIMINAL HOMICIDE,1822 0430 1100 1402,30,M,B,108.0,PARKING LOT,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,1700 S  LOS ANGELES                  ST,,34.0316,-118.2626
231819060,11/08/2023 12:00:00 AM,11/08/2023 12:00:00 AM,1050,18,Southeast,1844,1,110,CRIMINAL HOMICIDE,1822 1100 0906 0430 1407,17,M,B,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,300 E  113TH                        ST,,33.932,-118.2696
230125104,11/29/2023 12:00:00 AM,11/28/2023 12:00:00 AM,1815,1,Central,171,1,110,CRIMINAL HOMICIDE,1822 1313 1100 0430,43,M,B,207.0,BAR/COCKTAIL/NIGHTCLUB,102.0,HAND GUN,IC,Invest Cont,110.0,,,,800 W  OLYMPIC                      BL,,34.045,-118.264
230405931,02/28/2023 12:00:00 AM,02/28/2023 12:00:00 AM,1602,4,Hollenbeck,428,1,110,CRIMINAL HOMICIDE,1100 0906 0430,18,M,H,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,IC,Invest Cont,110.0,,,,3000    CHADWICK                     DR,,34.081,-118.1735
231506952,03/12/2023 12:00:00 AM,03/12/2023 12:00:00 AM,120,15,N Hollywood,1513,1,110,CRIMINAL HOMICIDE,1402 1100 0411 0430,44,M,O,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,RAYMER,BELLAIRE,34.2037,-118.4094
